ResponseId,Duration (in seconds),showdata,Q-demos-age,Q-demos-gender,Q-demos-hispanic,Q-demos-race,Q-demos-income,Q-demos-state,Q-share-browser-data,Q-perceptions-1,Q-perceptions-2,source
R_5Ctpxpb48MCHLEd,53,false,45 - 54 years,Male,Yes,White or Caucasian,"$25,000 - $49,999",Florida,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_5CvRyAoy5Q0J25h,84,false,45 - 54 years,Female,No,"Black or African American,Other","$25,000 - $49,999",Alabama,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_5Cvul5xd6EyPym1,70,true,35 - 44 years,Male,No,White or Caucasian,"$150,000 or more",Florida,Decline,Somewhat agree ,Neutral ,PROLIFIC
R_5CvwEzuiFT3Ifvk,94,false,55 - 64 years,Male,No,White or Caucasian,"$100,000 - $149,999",Minnesota,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5CxCIiJNTKVabU5,75,true,35 - 44 years,Male,No,White or Caucasian,"$100,000 - $149,999",Massachusetts,Consent to share,Strongly disagree ,Somewhat agree ,PROLIFIC
R_5D1E6TcvZrHCOku,86,false,35 - 44 years,Male,No,White or Caucasian,"$75,000 - $99,999",Ohio,Decline,Neutral ,Somewhat agree ,PROLIFIC
R_5D1a5ATVM0KCMGv,50,false,45 - 54 years,Female,No,"White or Caucasian,Black or African American","$75,000 - $99,999",Pennsylvania,Consent to share,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_5D25lFi3lTTsvMH,67,true,25 - 34 years,Female,No,Black or African American,"$25,000 - $49,999",North Carolina,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5D2Nazm4zRaLqbz,75,true,18 - 24 years,Female,No,White or Caucasian,"$150,000 or more",Texas,Consent to share,Strongly disagree ,Somewhat disagree ,PROLIFIC
R_5D5M4S69km4xRRC,66,true,35 - 44 years,Male,No,White or Caucasian,"$25,000 - $49,999",California,Decline,Somewhat disagree ,Strongly agree,PROLIFIC
R_5D5xtD8e7vL5QuJ,134,false,45 - 54 years,Female,Yes,"White or Caucasian,Other","$75,000 - $99,999",California,Decline,Neutral ,Strongly agree,PROLIFIC
R_5D7NJE4XHSL2wzr,116,true,35 - 44 years,Male,Yes,Black or African American,"$25,000 - $49,999",Alabama,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_5D7VrRDUn8i7Ni8,59,true,25 - 34 years,Male,No,White or Caucasian,"$150,000 or more",South Carolina,Decline,Somewhat disagree ,Neutral ,PROLIFIC
R_5D8JPTQAetVxfwy,84,false,25 - 34 years,Female,No,White or Caucasian,"$150,000 or more",California,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5D8aSkYv3xdsuzg,37,false,25 - 34 years,Male,No,White or Caucasian,"Less than $25,000",Illinois,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_5D8kZkHzUkLiudJ,76,true,55 - 64 years,Male,No,White or Caucasian,"$100,000 - $149,999",Ohio,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_5D8yRE2X8RNt3qx,117,true,25 - 34 years,Male,Yes,Other,"$25,000 - $49,999",California,Decline,Neutral ,Strongly agree,PROLIFIC
R_5DAX23NpC2lV42l,117,false,25 - 34 years,Other,No,White or Caucasian,"$25,000 - $49,999",Ohio,Decline,Somewhat disagree ,Strongly agree,PROLIFIC
R_5DGtzvUih95URbd,60,true,25 - 34 years,Male,Yes,White or Caucasian,"Less than $25,000",California,Decline,Neutral ,Somewhat agree ,PROLIFIC
R_5DHAzjOW4PlRca5,45,false,25 - 34 years,Male,Yes,White or Caucasian,"$100,000 - $149,999",Delaware,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_5DIH1laW9TrF0bf,65,true,25 - 34 years,Female,Yes,White or Caucasian,"$50,000 - $74,999",Texas,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_5DJpev6s5sB5NMR,97,false,45 - 54 years,Female,No,White or Caucasian,"$150,000 or more",California,Consent to share,Strongly agree,Neutral ,PROLIFIC
R_5DM4B6Iol7Gx0V2,62,false,25 - 34 years,Female,No,White or Caucasian,"$25,000 - $49,999",New Hampshire,Consent to share,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_5DM6hgaqZvzk0Wm,52,true,25 - 34 years,Male,No,White or Caucasian,"$75,000 - $99,999",Texas,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_5DMMTur9uerVVwt,53,false,25 - 34 years,Female,No,Asian,"$150,000 or more",Washington,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_5DMUlRvL7VlJjKT,103,true,35 - 44 years,Male,No,White or Caucasian,"$100,000 - $149,999",Florida,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_5DNZpiArYJC5WDI,37,false,25 - 34 years,Female,No,White or Caucasian,"$25,000 - $49,999",California,Decline,Neutral ,Somewhat agree ,PROLIFIC
R_5DOE4CaV9U1v1t7,56,true,35 - 44 years,Male,No,White or Caucasian,"$100,000 - $149,999",New York,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5DR36In7sqxMYw1,54,false,25 - 34 years,Male,No,White or Caucasian,"$25,000 - $49,999",Virginia,Consent to share,Strongly agree,Strongly agree,PROLIFIC
R_5DTxG6ga7ROVSv6,100,false,45 - 54 years,Female,No,Black or African American,"$50,000 - $74,999",California,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_5DUkZB15n7SfnzK,52,false,18 - 24 years,Male,Yes,"White or Caucasian,Black or African American","Less than $25,000",Illinois,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5DVM6EE99xZoqml,39,false,35 - 44 years,Female,No,Black or African American,"$50,000 - $74,999",North Carolina,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5DVbJfsqbM9kJFY,42,false,18 - 24 years,Male,No,Asian,"$100,000 - $149,999",California,Consent to share,Somewhat disagree ,Strongly agree,PROLIFIC
R_5DWtajXTe8UWDtL,35,false,35 - 44 years,Male,No,White or Caucasian,"$150,000 or more",California,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5DYL34nXLhDm6cO,190,true,45 - 54 years,Male,No,White or Caucasian,"$50,000 - $74,999",Alabama,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5DYSuScqEl1ZRRy,48,false,25 - 34 years,Male,No,White or Caucasian,"$25,000 - $49,999",Florida,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5DYm8Iy09jl6Qva,62,true,35 - 44 years,Male,No,White or Caucasian,"$100,000 - $149,999",Texas,Consent to share,Somewhat disagree ,Strongly agree,PROLIFIC
R_5DZkYrtneWgtCsZ,86,false,35 - 44 years,Female,No,White or Caucasian,"$100,000 - $149,999",Pennsylvania,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5Da3odrsazQeBZT,40,false,35 - 44 years,Female,No,White or Caucasian,"$50,000 - $74,999",Louisiana,Decline,Neutral ,Strongly agree,PROLIFIC
R_5DdNqbGDeDSlbUr,46,false,25 - 34 years,Female,No,White or Caucasian,"$50,000 - $74,999",Tennessee,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5DeAgeJUelPMBL0,125,false,35 - 44 years,Female,No,White or Caucasian,"$50,000 - $74,999",New York,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5DgQzYOZSfDkzFn,104,true,35 - 44 years,Male,No,White or Caucasian,"$25,000 - $49,999",Mississippi,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5DhZGotVlbk5Iul,34,false,18 - 24 years,Female,No,White or Caucasian,"Less than $25,000",Texas,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5DhdvQzhmqYqhLH,81,false,45 - 54 years,Male,No,White or Caucasian,"$25,000 - $49,999",Minnesota,Decline,Strongly disagree ,Somewhat agree ,PROLIFIC
R_5Dj8pBdoUFFCvsa,36,false,25 - 34 years,Male,No,Asian,"$150,000 or more",California,Consent to share,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_5DjDvhlRStWCs6A,35,false,18 - 24 years,Male,No,Asian,"$75,000 - $99,999",Maryland,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5Djpt7SVDDgcsJH,35,false,25 - 34 years,Female,No,White or Caucasian,"$50,000 - $74,999",Vermont,Consent to share,Strongly disagree ,Neutral ,PROLIFIC
R_5DnwtTKEtkYPjE5,52,true,18 - 24 years,Female,No,White or Caucasian,"$50,000 - $74,999",Georgia,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5Dp5gKeHSAIanLq,45,false,25 - 34 years,Female,No,"White or Caucasian,Asian","$100,000 - $149,999",North Carolina,Consent to share,Somewhat disagree ,Strongly agree,PROLIFIC
R_5Dpb15KaxlchUXF,222,true,45 - 54 years,Male,No,White or Caucasian,"$25,000 - $49,999",Massachusetts,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5Dpv1vFnJPCoOvT,65,false,25 - 34 years,Female,No,Asian,"$75,000 - $99,999",New York,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5DqDT3r1nFcIDXf,57,false,25 - 34 years,Female,No,Asian,"$150,000 or more",New York,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_5DtKJqd8ZujoL5f,61,false,35 - 44 years,Female,No,White or Caucasian,"$75,000 - $99,999",Oregon,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5DteP6foXfLqade,46,false,65 or older,Female,No,White or Caucasian,"$100,000 - $149,999",Florida,Consent to share,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_5DwMEg3Z4JkiZBR,134,true,35 - 44 years,Female,No,White or Caucasian,"$100,000 - $149,999",Minnesota,Decline,Neutral ,Neutral ,PROLIFIC
R_5DxBMILyfVOmqcx,61,true,35 - 44 years,Male,No,White or Caucasian,"$50,000 - $74,999",Michigan,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5DykvxAuNShAqnn,41,false,35 - 44 years,Male,Yes,"White or Caucasian,American Indian/Native American or Alaska Native","$50,000 - $74,999",California,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_5E0GJBc9Z6jsZfI,139,false,55 - 64 years,Female,No,Black or African American,"$25,000 - $49,999",Florida,Consent to share,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_5E14gP6hCbQjDUP,149,false,55 - 64 years,Female,No,White or Caucasian,"Less than $25,000",Tennessee,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_5E5h8W2szqXE8PI,55,true,25 - 34 years,Female,No,White or Caucasian,"$150,000 or more",New Jersey,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5E6GP6K1OtsFEuB,77,true,45 - 54 years,Male,No,White or Caucasian,"$50,000 - $74,999",New Jersey,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_5E6whHHyzi7jdgX,84,true,35 - 44 years,Male,No,White or Caucasian,"$25,000 - $49,999",North Carolina,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_5E8198uJXZbx2lr,70,false,65 or older,Male,No,White or Caucasian,"$25,000 - $49,999",Illinois,Consent to share,Strongly disagree ,Neutral ,PROLIFIC
R_5E8k46tNQMGM3Zf,76,false,45 - 54 years,Male,No,White or Caucasian,"$150,000 or more",Hawaii,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5EATZORSPEgepkH,51,true,18 - 24 years,Female,No,Black or African American,"$75,000 - $99,999",Texas,Decline,Neutral ,Somewhat agree ,PROLIFIC
R_5EAYXWCvc0T09dP,74,false,25 - 34 years,Male,No,White or Caucasian,"$50,000 - $74,999",Oregon,Consent to share,Strongly disagree ,Neutral ,PROLIFIC
R_5EB8Nw2zZ2NYGd8,66,true,45 - 54 years,Female,No,White or Caucasian,"Less than $25,000",Iowa,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5EEbxCxTbcRTypk,46,true,25 - 34 years,Male,No,White or Caucasian,"$25,000 - $49,999",New Mexico,Consent to share,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_5EEm2fSuY9wW5xO,35,true,35 - 44 years,Male,No,White or Caucasian,"$50,000 - $74,999",Pennsylvania,Consent to share,Neutral ,Strongly agree,PROLIFIC
R_5EFmNRCDMZTIdWA,109,true,18 - 24 years,Female,No,White or Caucasian,"$75,000 - $99,999",Colorado,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_5ELnKr8oylEzPih,46,false,25 - 34 years,Male,No,White or Caucasian,"$100,000 - $149,999",Kentucky,Decline,Somewhat disagree ,Neutral ,PROLIFIC
R_5EN077jDV8Vuvgs,27,true,25 - 34 years,Female,No,Asian,"$100,000 - $149,999",Massachusetts,Consent to share,Somewhat disagree ,Somewhat disagree ,PROLIFIC
R_5EQfoABHugHLcaK,59,true,35 - 44 years,Female,No,White or Caucasian,"$100,000 - $149,999",Arizona,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5EQlblLFGrWDpLQ,185,true,25 - 34 years,Female,No,Asian,Prefer not to say,California,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5EQozfBrJ0NXjsv,28,false,25 - 34 years,Female,No,White or Caucasian,"$50,000 - $74,999",Tennessee,Consent to share,Strongly disagree ,Somewhat disagree ,PROLIFIC
R_5ESd9E1RgLMOviq,55,false,25 - 34 years,Male,Yes,Other,"Less than $25,000",New York,Decline,Somewhat disagree ,Neutral ,PROLIFIC
R_5EW26ugvfXJ3va1,52,true,18 - 24 years,Male,No,Asian,"$50,000 - $74,999",Minnesota,Decline,Strongly agree,Somewhat agree ,PROLIFIC
R_5EWGa6SgCyGoAzX,98,true,25 - 34 years,Male,Yes,White or Caucasian,"$25,000 - $49,999",Texas,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5EX7kwFTJ8dsD0g,67,false,25 - 34 years,Male,No,White or Caucasian,"$25,000 - $49,999",Ohio,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_5EXRmxvNGDDme5e,51,false,55 - 64 years,Male,No,White or Caucasian,"$50,000 - $74,999",Michigan,Decline,Somewhat disagree ,Strongly agree,PROLIFIC
R_5EZ0Sl1zRKYLWq1,63,true,25 - 34 years,Female,No,White or Caucasian,"$75,000 - $99,999",Mississippi,Consent to share,Strongly disagree ,Somewhat disagree ,PROLIFIC
R_5EZCoxDnaNXJv7f,262,true,35 - 44 years,Female,No,White or Caucasian,"$75,000 - $99,999",Pennsylvania,Decline,Strongly agree,Strongly agree,PROLIFIC
R_5Ea58gt88Ud0rSt,161,true,18 - 24 years,Female,No,"White or Caucasian,Asian","Less than $25,000",Oregon,Consent to share,Strongly disagree ,Neutral ,PROLIFIC
R_5EbVwN6jDcIycf2,95,true,35 - 44 years,Female,No,Asian,"$75,000 - $99,999",Connecticut,Consent to share,Strongly disagree ,Somewhat agree ,PROLIFIC
R_5EbzZPtQboHJvsN,57,true,18 - 24 years,Male,No,Asian,"$50,000 - $74,999",California,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5EcC5GkX9NTyTsb,77,true,35 - 44 years,Male,No,White or Caucasian,"$150,000 or more",Tennessee,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_5EczdDlGfoqpW3a,37,true,18 - 24 years,Male,No,Black or African American,"$50,000 - $74,999",Texas,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5EdI6Jl3LsrxjEt,30,false,35 - 44 years,Female,No,White or Caucasian,"Less than $25,000",Illinois,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5EdcvcAfmBIkIx5,97,true,55 - 64 years,Male,No,White or Caucasian,"Less than $25,000",Massachusetts,Decline,Neutral ,Strongly agree,PROLIFIC
R_5EdjRyage3ARe8W,71,true,25 - 34 years,Other,Yes,White or Caucasian,"$75,000 - $99,999",California,Consent to share,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_5EfDs062WA9jKoT,108,false,35 - 44 years,Male,No,White or Caucasian,"$150,000 or more",Texas,Decline,Neutral ,Somewhat agree ,PROLIFIC
R_5EfV2NPOCzUPqed,124,true,45 - 54 years,Female,No,White or Caucasian,"$75,000 - $99,999",Texas,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_5EhanoaAiZLMqRO,259,false,35 - 44 years,Female,No,Black or African American,"$75,000 - $99,999",Alabama,Consent to share,Somewhat disagree ,Strongly disagree ,PROLIFIC
R_5Ehqc2hOiHmdyEt,109,true,65 or older,Male,No,White or Caucasian,"$150,000 or more",South Carolina,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5EhtLTCkbadO5j7,49,false,18 - 24 years,Female,No,Asian,"$150,000 or more",California,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_5Ej3i3eMrQzUJxv,64,true,35 - 44 years,Male,No,White or Caucasian,"Less than $25,000",Illinois,Consent to share,Neutral ,Somewhat disagree ,PROLIFIC
R_5Eje9zvbu5DrsZ5,49,true,25 - 34 years,Female,No,White or Caucasian,"$75,000 - $99,999",North Carolina,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5Em6EDC7z1VBMXK,64,false,55 - 64 years,Female,No,White or Caucasian,"Less than $25,000",North Carolina,Decline,Somewhat disagree ,Strongly agree,PROLIFIC
R_5EmPtw1GRCFSPK4,74,true,35 - 44 years,Female,No,"White or Caucasian,Black or African American","Less than $25,000",Florida,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5EnqtuKrdTlHgrl,54,true,25 - 34 years,Female,No,White or Caucasian,"$25,000 - $49,999",Georgia,Consent to share,Strongly disagree ,Somewhat agree ,PROLIFIC
R_5Eo2RecUgfAOLxt,30,false,25 - 34 years,Female,No,White or Caucasian,"$25,000 - $49,999",North Carolina,Consent to share,Somewhat disagree ,Somewhat disagree ,PROLIFIC
R_5Eo5N1lybqaWNfH,59,false,35 - 44 years,Female,No,White or Caucasian,"$25,000 - $49,999",Pennsylvania,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_5EongvovAj20UcP,45,false,35 - 44 years,Female,No,"White or Caucasian,Asian","$50,000 - $74,999",California,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5EpcDlvuxKwl3Ki,47,true,25 - 34 years,Female,No,White or Caucasian,"$150,000 or more",New Jersey,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5Et19gigxWeVeXC,60,false,65 or older,Female,No,White or Caucasian,"$75,000 - $99,999",Indiana,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_5Et9ORLnxYNCM9J,95,false,45 - 54 years,Male,No,White or Caucasian,"$75,000 - $99,999",Arkansas,Consent to share,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_5EtD5SLDGborgFb,85,true,18 - 24 years,Female,No,White or Caucasian,"Less than $25,000",Georgia,Decline,Strongly disagree ,Strongly agree,PROLIFIC
R_5EtE395Myx6YMEN,61,true,55 - 64 years,Male,No,White or Caucasian,"$75,000 - $99,999",Massachusetts,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5Ev0feBIg3omTO5,99,true,65 or older,Male,No,"White or Caucasian,American Indian/Native American or Alaska Native","$75,000 - $99,999",North Carolina,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_5EvhR24BIpwrtmB,65,true,35 - 44 years,Female,No,White or Caucasian,"$50,000 - $74,999",New York,Consent to share,Strongly disagree ,Neutral ,PROLIFIC
R_5EyhZvAKnE0r3lp,51,false,18 - 24 years,Male,No,Asian,Prefer not to say,Maryland,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5EzhsxH1EqsZNcR,40,true,35 - 44 years,Male,No,White or Caucasian,"$25,000 - $49,999",Florida,Consent to share,Strongly agree,Somewhat agree ,PROLIFIC
R_5EzsDo6kbpGkwE0,53,true,18 - 24 years,Male,Yes,"White or Caucasian,Black or African American","$25,000 - $49,999",New Mexico,Consent to share,Neutral ,Strongly disagree ,PROLIFIC
R_5F2nDi7vxlw5N5o,61,true,35 - 44 years,Male,No,Asian,"$150,000 or more",California,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_5F31TOerqG1RZCN,44,false,25 - 34 years,Female,No,Asian,"$50,000 - $74,999",New York,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5F3AuZ5NUpy0MqY,74,true,55 - 64 years,Male,No,White or Caucasian,"$150,000 or more",Tennessee,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_5F59I7QmZFLpSuh,98,true,35 - 44 years,Other,No,White or Caucasian,"$75,000 - $99,999",New Hampshire,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5F8bDdTt03sJJdL,75,true,25 - 34 years,Male,No,White or Caucasian,"$150,000 or more",Florida,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5F9EDidGglDmVFo,72,false,18 - 24 years,Female,Yes,"White or Caucasian,Black or African American,American Indian/Native American or Alaska Native","$25,000 - $49,999",Arizona,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_5F9P9tSOqHxGi5E,64,false,35 - 44 years,Female,No,White or Caucasian,"$75,000 - $99,999",Georgia,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_5F9gjzZ762aWwqW,30,false,35 - 44 years,Male,No,White or Caucasian,"$50,000 - $74,999",Colorado,Consent to share,Neutral ,Neutral ,PROLIFIC
R_5FCzNaPeHdzPFD2,34,true,25 - 34 years,Female,No,White or Caucasian,"$25,000 - $49,999",Alabama,Consent to share,Neutral ,Strongly agree,PROLIFIC
R_5FD4rz0RM6TnBB8,72,false,25 - 34 years,Male,No,White or Caucasian,"$25,000 - $49,999",Georgia,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5FEey5fZv0E4RvZ,100,true,45 - 54 years,Female,No,White or Caucasian,"$25,000 - $49,999",Nevada,Consent to share,Strongly disagree ,Somewhat disagree ,PROLIFIC
R_5FEsZA9cjOHBEQc,45,true,25 - 34 years,Female,No,Asian,"$100,000 - $149,999",Massachusetts,Consent to share,Strongly disagree ,Somewhat agree ,PROLIFIC
R_5FFAX82440tNoMV,81,false,25 - 34 years,Male,No,Black or African American,Prefer not to say,Florida,Consent to share,Somewhat disagree ,Strongly agree,PROLIFIC
R_5FFxSwunE7Y9z76,108,false,25 - 34 years,Female,No,Black or African American,"$100,000 - $149,999",California,Consent to share,Strongly agree,Strongly disagree ,PROLIFIC
R_5FG4MidGUHiKoiv,45,true,35 - 44 years,Male,No,Asian,"$25,000 - $49,999",Texas,Consent to share,Somewhat disagree ,Strongly agree,PROLIFIC
R_5FJ1q1krk778IGA,43,false,25 - 34 years,Male,No,White or Caucasian,"$100,000 - $149,999",Washington,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_5FJwfDBW1jqywvR,96,true,25 - 34 years,Male,No,White or Caucasian,"$75,000 - $99,999",Georgia,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5FJzxryioMoLm2d,48,true,18 - 24 years,Male,No,Asian,"$50,000 - $74,999",Washington,Consent to share,Strongly disagree ,Strongly agree,PROLIFIC
R_5FLElbezQRtEWFv,74,true,18 - 24 years,Male,No,White or Caucasian,"$25,000 - $49,999",Arkansas,Consent to share,Neutral ,Somewhat disagree ,PROLIFIC
R_5FQUja0k8JlqiNB,36,true,25 - 34 years,Male,No,White or Caucasian,"Less than $25,000",Idaho,Decline,Neutral ,Strongly agree,PROLIFIC
R_5FQbhoAakK7oBI7,435,false,45 - 54 years,Female,No,White or Caucasian,"$100,000 - $149,999",Missouri,Consent to share,Strongly disagree ,Somewhat disagree ,PROLIFIC
R_5FR8ShjgXwNtMgU,77,false,25 - 34 years,Male,Yes,Native Hawaiian or Other Pacific Islander,"$25,000 - $49,999",Florida,Consent to share,Strongly agree,Strongly agree,PROLIFIC
R_5FUmsoPVyRaG9lV,105,false,25 - 34 years,Male,Yes,White or Caucasian,"$100,000 - $149,999",California,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_5FV8Q6zszRfIm3v,66,false,35 - 44 years,Female,No,White or Caucasian,"$50,000 - $74,999",Maryland,Decline,Strongly disagree ,Somewhat agree ,PROLIFIC
R_5FVCOeEb7LM64lH,63,true,45 - 54 years,Male,No,White or Caucasian,"$75,000 - $99,999",Maine,Consent to share,Strongly agree,Somewhat disagree ,PROLIFIC
R_5Fb4AwGpj0tq5Ev,40,false,18 - 24 years,Female,No,White or Caucasian,"Less than $25,000",Rhode Island,Consent to share,Neutral ,Neutral ,PROLIFIC
R_5Fb8Alx7US2ehZc,78,true,55 - 64 years,Male,No,White or Caucasian,"$150,000 or more",New Hampshire,Decline,Strongly disagree ,Strongly agree,PROLIFIC
R_5FbkEGyIh8pvczs,114,false,45 - 54 years,Female,No,White or Caucasian,"$25,000 - $49,999",Oregon,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5FdXTO1rxoqKZnb,45,false,18 - 24 years,Female,No,Black or African American,"$50,000 - $74,999",California,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5FepiNDcbP3ntZh,114,true,35 - 44 years,Female,Yes,Native Hawaiian or Other Pacific Islander,"$50,000 - $74,999",Colorado,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5FfdHuWOsvnhKnL,93,false,18 - 24 years,Male,No,White or Caucasian,"Less than $25,000",Rhode Island,Decline,Neutral ,Somewhat agree ,PROLIFIC
R_5Fhwx7v2dMlgmxr,43,false,45 - 54 years,Female,No,White or Caucasian,"$150,000 or more",Louisiana,Consent to share,Strongly disagree ,Somewhat agree ,PROLIFIC
R_5FjkTnkLxZHwL85,51,false,35 - 44 years,Female,No,White or Caucasian,"$75,000 - $99,999",California,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_5Fn4YXH5VlG64EN,58,true,35 - 44 years,Female,No,White or Caucasian,"$100,000 - $149,999",South Carolina,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5FnghUUX5UdYyyi,59,true,25 - 34 years,Male,Yes,Black or African American,"$50,000 - $74,999",Connecticut,Consent to share,Somewhat disagree ,Somewhat disagree ,PROLIFIC
R_5FnrjbCmmqibUmg,49,false,18 - 24 years,Male,No,"White or Caucasian,Black or African American","Less than $25,000",Nevada,Consent to share,Somewhat disagree ,Strongly disagree ,PROLIFIC
R_5Fofd9dbFnegCQh,55,false,45 - 54 years,Male,No,White or Caucasian,"$50,000 - $74,999",Minnesota,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5FpTwG1ijvue3K1,61,true,35 - 44 years,Female,No,"White or Caucasian,Black or African American","$75,000 - $99,999",Massachusetts,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5Fst25WlKklJsXh,45,true,18 - 24 years,Female,No,White or Caucasian,"$150,000 or more",New York,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5FtiKuxezCeWDga,81,false,55 - 64 years,Male,No,Asian,"$150,000 or more",New York,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5Fv4YZ00QYKtxzb,133,true,35 - 44 years,Male,No,Black or African American,"$50,000 - $74,999",Michigan,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_5FwFN4zjlhVGRUx,98,true,55 - 64 years,Female,No,Black or African American,"Less than $25,000",California,Decline,Neutral ,Somewhat disagree ,PROLIFIC
R_5FzCLIJayz8qWrH,62,true,18 - 24 years,Male,No,White or Caucasian,"$100,000 - $149,999",California,Consent to share,Strongly agree,Strongly agree,PROLIFIC
